0.0000,3.4000
0.0050,7.9000
0.0100,10.2000
0.0150,11.9000
0.0150,13.2000
0.0200,14.5000
0.0200,15.4000
0.0200,16.2000
0.0250,16.9000
0.0250,17.6000
0.0250,18.2000
0.0300,18.9000
0.0300,19.8000
0.0350,21.2000
0.0350,21.4000
0.0400,22.1000
0.0400,22.9000
0.0400,23.1000
0.0450,24.0000
0.0450,24.6000
0.0500,25.4000
0.0500,26.0000
0.0500,25.8000
0.0550,26.5000
0.0550,26.4000
0.0550,26.5000
0.0550,26.6000
0.0600,26.6000
0.0600,26.8000
0.0650,27.4000
0.0650,27.5000
0.0700,27.8000
0.0750,25.8000
0.0750,25.9000
0.0800,25.9000
0.0800,25.9000
0.0850,25.9000
0.0850,25.8000
0.0900,25.9000
0.0900,25.8000
0.0950,25.9000
0.0950,26.0000
0.1000,25.7000
0.1000,26.0000
0.1000,25.7000
0.1050,25.9000
0.1050,26.0000
0.1050,25.8000
0.1100,25.9000
0.1100,26.1000
0.1100,26.0000
0.1150,25.9000
0.1150,26.0000
0.1150,26.0000
0.1200,25.8000
0.1200,25.8000
0.1200,26.0000
0.1200,26.2000
0.1250,26.1000
0.1250,26.1000
0.1300,26.1000
0.1300,26.2000
0.1350,26.1000
0.1350,26.1000
0.1350,26.1000
0.1400,26.1000
0.1450,26.0000
0.1450,26.0000
0.1500,26.0000
0.1500,25.9000
0.1500,25.9000
0.1550,26.1000
0.1550,26.1000
0.1600,26.0000
0.1650,26.0000
0.1650,26.0000
0.1700,26.0000
0.1700,25.9000
0.1700,26.0000
0.1750,25.9000
0.1750,26.0000
0.1750,26.0000
0.1800,26.0000
0.1800,26.0000
0.1800,26.0000
0.1850,26.1000
0.1900,26.1000
0.1900,26.0000
0.1950,26.1000
0.1950,26.1000
0.2000,26.1000
0.2000,26.1000
0.2050,26.0000
0.2050,26.1000
0.2100,26.2000
0.2150,26.2000
0.2200,26.2000
0.2200,26.2000
0.2250,26.3000
0.2300,26.4000
0.2300,26.5000
0.2350,26.5000
0.2400,26.4000
0.2400,26.4000
0.2400,26.3000
0.2450,26.4000
0.2450,26.4000
0.2500,26.5000
0.2500,26.5000
0.2550,26.5000
0.2550,26.5000
0.2550,26.5000
0.2600,26.5000
0.2600,26.6000
0.2600,26.6000
0.2650,26.6000
0.2650,26.6000
0.2650,26.6000
0.2700,26.6000
0.2700,26.6000
0.2700,26.7000
0.2750,26.7000
0.2750,26.7000
0.2800,26.7000
0.2800,26.7000
0.2850,26.8000
0.2850,26.8000
0.2900,26.8000
0.2900,26.8000
0.2950,26.8000
0.3000,26.8000
0.3000,26.9000
0.3050,26.9000
0.3050,27.0000
0.3100,26.9000
0.3100,27.0000
0.3150,27.0000
0.3150,27.0000
0.3200,27.0000
0.3200,27.0000
0.3250,27.0000
0.3300,27.0000
0.3300,27.0000
0.3350,27.1000
0.3400,27.2000
0.3400,27.1000
0.3450,27.1000
0.3500,27.2000
0.3500,27.2000
0.3550,27.2000
0.3600,27.1000
0.3600,27.2000
0.3650,27.3000
0.3700,27.3000
0.3700,27.3000
0.3750,27.3000
0.3800,27.2000
0.3800,27.3000
0.3850,27.3000
0.3900,27.3000
0.3900,27.4000
0.3950,27.4000
0.3950,27.4000
0.4000,27.4000
0.4000,27.4000
0.4050,27.4000
0.4100,27.4000
0.4100,27.5000
0.4150,27.5000
0.4200,27.6000
0.4200,27.7000
0.4250,27.7000
0.4250,27.7000
0.4300,27.7000
0.4300,27.7000
0.4350,27.7000
0.4350,27.8000
0.4400,27.9000
0.4450,27.8000
0.4450,27.8000
0.4500,27.9000
0.4550,27.9000
0.4550,27.8000
0.4600,27.8000
0.4600,27.8000
0.4650,27.8000
0.4650,27.9000
0.4700,27.9000
0.4700,27.9000
0.4750,27.9000
0.4750,27.9000
0.4800,28.0000
0.4800,27.9000
0.4850,27.9000
0.4900,27.9000
0.4900,27.8000
0.4900,27.9000
0.4950,27.9000
0.4950,28.0000
0.5000,28.0000
0.5000,27.9000
0.5050,27.9000
0.5050,28.0000
0.5100,28.0000
0.5150,28.0000
0.5150,28.0000
0.5200,28.0000
0.5200,28.0000
0.5250,28.0000
0.5300,28.0000
0.5300,28.1000
0.5350,28.1000
0.5350,28.1000
0.5350,28.2000
0.5400,28.2000
0.5400,28.2000
0.5450,28.2000
0.5450,28.2000
0.5450,28.2000
0.5500,28.3000
0.5500,28.3000
0.5550,28.3000
0.5550,28.3000
0.5550,28.3000
0.5600,28.3000
0.5600,28.3000
0.5600,28.3000
0.5600,28.3000
0.5650,28.3000
0.5650,28.3000
0.5650,28.3000
0.5700,28.3000
0.5700,28.3000
0.5750,28.3000
0.5750,28.2000
0.5750,28.1000
0.5750,28.3000
0.5800,28.4000
0.5800,28.3000
0.5850,28.3000
0.5850,28.3000
0.5900,28.3000
0.5900,28.3000
0.5900,28.3000
0.5900,28.4000
0.5950,28.4000
0.5950,28.5000
0.5950,28.4000
0.6000,28.4000
0.6000,28.5000
0.6000,28.6000
0.6000,28.6000
0.6050,28.6000
0.6050,28.7000
0.6050,28.7000
0.6100,28.7000
0.6100,28.7000
0.6100,28.8000
0.6150,28.8000
0.6150,28.8000
0.6200,28.8000
0.6250,28.8000
0.6300,28.8000
0.6300,28.8000
0.6350,28.8000
0.6400,28.8000
0.6450,28.9000
0.6500,28.9000
0.6550,29.0000
0.6650,29.0000
0.6700,29.0000
0.6800,29.0000
0.6850,29.0000
0.6900,29.1000
0.6950,29.2000
0.7050,29.2000
0.7100,29.1000
0.7150,29.2000
0.7200,29.3000
0.7300,29.3000
0.7350,29.3000
0.7400,29.2000
0.7450,29.3000
0.7550,29.4000
0.7600,29.4000
0.7650,29.5000
0.7700,29.5000
0.7800,29.6000
0.7850,29.6000
0.7950,29.7000
0.8050,29.8000
0.8100,29.8000
0.8200,30.0000
0.8250,30.0000
0.8350,30.0000
0.8400,30.2000
0.8500,30.1000
0.8600,30.2000
0.8650,30.3000
0.8750,30.2000
0.8800,30.2000
0.8900,30.4000
0.8950,30.4000
0.9050,30.5000
0.9150,30.4000
0.9200,30.5000
0.9250,30.5000
0.9350,30.6000
0.9400,30.7000
0.9450,30.7000
0.9500,30.7000
0.9550,30.7000
0.9600,30.7000
0.9650,30.8000
0.9700,30.8000
0.9750,30.8000
0.9800,30.8000
0.9850,30.8000
0.9900,30.9000
0.9950,30.9000
1.0000,31.0000
1.0100,31.1000
1.0150,31.1000
1.0200,31.2000
1.0300,31.2000
1.0350,31.2000
1.0400,31.2000
1.0450,31.2000
1.0500,31.2000
1.0550,31.3000
1.0600,31.3000
1.0650,31.3000
1.0700,31.4000
1.0750,31.5000
1.0800,31.4000
1.0850,31.5000
1.0900,31.5000
1.0950,31.5000
1.0950,31.6000
1.1000,31.6000
1.1050,31.6000
1.1050,31.6000
1.1100,31.6000
1.1100,31.6000
1.1150,31.6000
1.1150,31.6000
1.1200,31.7000
1.1200,31.7000
1.1250,31.7000
1.1250,31.7000
1.1300,31.7000
1.1300,31.7000
1.1350,31.7000
1.1350,31.7000
1.1400,31.7000
1.1450,31.7000
1.1450,31.8000
1.1500,31.8000
1.1550,31.8000
1.1550,31.8000
1.1600,31.9000
1.1650,31.9000
1.1650,31.9000
1.1700,31.9000
1.1700,31.9000
1.1750,31.9000
1.1750,32.0000
1.1800,32.1000
1.1800,32.0000
1.1850,32.1000
1.1900,32.1000
1.1950,32.1000
1.2000,32.1000
1.2050,32.1000
1.2050,32.1000
1.2100,32.1000
1.2150,32.2000
1.2200,32.2000
1.2200,32.1000
1.2250,32.2000
1.2250,32.3000
1.2300,32.2000
1.2350,32.3000
1.2400,32.3000
1.2450,32.3000
1.2450,32.4000
1.2500,32.4000
1.2550,32.4000
1.2600,32.5000
1.2600,32.5000
1.2650,32.6000
1.2700,32.6000
1.2700,32.6000
1.2750,32.6000
1.2800,32.7000
1.2850,32.7000
1.2900,32.7000
1.2950,32.7000
1.3000,32.8000
1.3000,32.8000
1.3050,32.8000
1.3100,32.8000
1.3150,32.8000
1.3150,32.9000
1.3200,32.9000
1.3250,32.9000
1.3250,32.9000
1.3300,32.8000
1.3300,32.8000
1.3350,32.8000
1.3350,32.8000
1.3350,32.8000
1.3400,32.8000
1.3400,32.8000
1.3450,32.8000
1.3450,32.8000
1.3500,32.8000
1.3500,32.9000
1.3500,32.8000
1.3550,32.8000
1.3550,32.9000
1.3600,32.9000
1.3600,32.9000
1.3650,32.9000
1.3700,32.9000
1.3700,32.9000
1.3750,32.9000
1.3800,32.9000
1.3850,32.9000
1.3850,32.9000
1.3900,33.0000
1.3900,33.0000
1.3950,33.0000
1.4000,33.1000
1.4000,33.1000
1.4050,33.1000
1.4100,33.1000
1.4100,33.1000
1.4150,33.1000
1.4200,33.1000
1.4200,33.1000
1.4250,33.1000
1.4250,33.1000
1.4300,33.1000
1.4300,33.2000
1.4350,33.2000
1.4400,33.2000
1.4400,33.2000
1.4450,33.2000
1.4500,33.2000
1.4500,33.3000
1.4550,33.3000
1.4600,33.3000
1.4600,33.3000
1.4650,33.3000
1.4650,33.3000
1.4700,33.3000
1.4700,33.3000
1.4750,33.3000
1.4750,33.3000
1.4750,33.4000
1.4800,33.4000
1.4800,33.4000
1.4850,33.4000
1.4850,33.4000
1.4900,33.4000
1.4900,33.4000
1.4950,33.5000
1.4950,33.5000
1.4950,33.6000
1.5000,33.5000
1.5000,33.6000
1.5050,33.5000
1.5050,33.5000
1.5100,33.5000
1.5100,33.5000
1.5150,33.5000
1.5150,33.5000
1.5200,33.6000
1.5200,33.6000
1.5250,33.6000
1.5300,33.6000
1.5300,33.6000
1.5350,33.7000
1.5400,33.7000
1.5400,33.7000
1.5450,33.7000
1.5450,33.7000
1.5500,33.7000
1.5550,33.7000
1.5550,33.7000
1.5550,33.7000
1.5600,33.7000
1.5600,33.8000
1.5650,33.8000
1.5700,33.8000
1.5700,33.8000
1.5750,33.8000
1.5750,33.8000
1.5800,33.8000
1.5850,33.8000
1.5850,33.8000
1.5900,33.9000
1.5950,33.9000
1.5950,33.9000
1.6000,34.0000
1.6000,34.0000
1.6050,34.1000
1.6050,34.1000
1.6100,34.1000
1.6100,34.1000
1.6150,34.1000
1.6150,34.0000
1.6200,34.1000
1.6200,34.1000
1.6250,34.1000
1.6250,34.1000
1.6300,34.1000
1.6300,34.2000
1.6350,34.2000
1.6350,34.2000
1.6400,34.2000
1.6400,34.2000
1.6450,34.2000
1.6500,34.2000
1.6500,34.2000
1.6550,34.2000
1.6550,34.2000
1.6600,34.2000
1.6600,34.3000
1.6650,34.3000
1.6700,34.4000
1.6700,34.4000
1.6750,34.5000
1.6800,34.5000
1.6800,34.5000
1.6850,34.6000
1.6900,34.6000
1.6950,34.6000
1.7000,34.6000
1.7050,34.6000
1.7100,34.7000
1.7200,34.7000
1.7250,34.7000
1.7300,34.7000
1.7350,34.8000
1.7400,34.8000
1.7400,34.8000
1.7450,34.9000
1.7500,34.8000
1.7500,34.8000
1.7550,34.8000
1.7600,34.8000
1.7600,34.9000
1.7650,34.9000
1.7700,34.9000
1.7750,35.0000
1.7750,35.0000
